PRISM Time Series Data
Location:  Lat: 34.8894   Lon: -111.0606   Elev: 1782m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2018-07-25 - 2020-07-15
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Sep-26
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2018-09-15,0.00,9.0,19.4,29.9
2018-09-16,0.00,11.4,21.2,31.1
2018-09-17,0.00,12.0,21.3,30.5
2018-09-18,0.00,12.7,21.8,30.9
2018-09-19,0.79,12.5,21.8,31.0
2018-09-20,0.96,12.1,17.4,22.6
2018-09-21,0.00,8.5,18.0,27.5
2018-09-22,0.00,8.4,18.2,28.0
2018-09-23,0.00,13.5,20.9,28.3
2018-09-24,0.00,11.5,19.6,27.8
2018-09-25,0.00,11.0,19.1,27.3
2018-09-26,0.00,11.2,18.8,26.4
2018-09-27,0.00,6.9,17.5,28.1
2018-09-28,0.00,6.0,17.5,29.0
2018-09-29,0.00,8.0,18.5,29.0
2018-09-30,0.00,10.8,19.2,27.5
2018-10-01,5.75,10.7,18.5,26.3
2018-10-02,7.58,13.5,16.3,19.1
2018-10-03,11.77,13.4,15.9,18.4
2018-10-04,0.64,12.4,16.7,20.9
2018-10-05,0.00,4.9,12.0,19.1
2018-10-06,14.88,7.4,13.6,19.9
2018-10-07,3.34,3.3,10.0,16.6
2018-10-08,0.69,4.2,7.7,11.1
2018-10-09,8.32,3.5,7.3,11.1
2018-10-10,0.00,3.2,9.3,15.4
2018-10-11,0.48,4.1,9.6,15.1
2018-10-12,0.15,5.3,10.1,15.0
2018-10-13,0.00,6.8,11.7,16.6
2018-10-14,3.79,7.5,11.8,16.1
2018-10-15,0.00,1.0,8.3,15.6
2018-10-16,1.33,-0.2,4.5,9.1
2018-10-17,0.57,0.1,2.9,5.8
2018-10-18,0.00,3.0,6.1,9.3
2018-10-19,0.00,1.7,7.8,14.0
2018-10-20,0.00,2.7,8.7,14.7
2018-10-21,0.00,5.6,12.4,19.1
2018-10-22,0.00,6.6,13.2,19.8
2018-10-23,2.97,6.4,11.9,17.5
2018-10-24,0.54,4.2,9.8,15.3
2018-10-25,0.00,3.7,10.8,17.8
2018-10-26,0.29,3.4,11.4,19.5
2018-10-27,0.00,2.3,10.5,18.6
2018-10-28,0.00,2.1,12.2,22.3
2018-10-29,0.00,3.0,13.3,23.6
2018-10-30,3.85,5.1,12.8,20.5
2018-10-31,1.29,5.9,11.5,17.1
2018-11-01,0.00,-1.9,5.2,12.3
2018-11-02,0.00,-1.1,6.8,14.6
2018-11-03,0.00,0.3,9.0,17.8
2018-11-04,0.00,1.1,8.8,16.6
2018-11-05,0.00,-0.8,7.8,16.4
2018-11-06,0.00,5.0,12.1,19.1
2018-11-07,0.00,0.7,10.0,19.2
2018-11-08,0.00,0.9,9.8,18.8
2018-11-09,0.00,-6.3,2.9,12.0
2018-11-10,0.00,-5.4,1.9,9.3
2018-11-11,0.00,-3.8,5.7,15.1
2018-11-12,0.00,-5.7,2.3,10.4
2018-11-13,0.00,-8.5,-1.2,6.1
2018-11-14,0.00,-8.2,-0.5,7.2
2018-11-15,0.00,-7.3,1.3,9.8
2018-11-16,0.00,-7.4,2.6,12.7
2018-11-17,0.00,-5.4,4.4,14.1
2018-11-18,0.00,-3.3,6.0,15.3
2018-11-19,0.00,-7.0,3.1,13.2
2018-11-20,0.00,-7.3,2.1,11.6
2018-11-21,0.00,-6.4,1.9,10.3
2018-11-22,0.00,-6.2,3.5,13.2
2018-11-23,0.00,-3.1,4.5,12.1
2018-11-24,0.00,-3.6,5.5,14.5
2018-11-25,0.00,-2.9,6.0,14.9
2018-11-26,0.00,-5.8,0.8,7.4
2018-11-27,0.00,-8.1,0.8,9.8
2018-11-28,0.00,-8.7,2.9,14.5
2018-11-29,0.00,-0.9,7.1,15.2
2018-11-30,2.43,-0.6,5.6,11.7
2018-12-01,0.00,0.1,3.1,6.0
2018-12-02,4.09,-0.6,3.4,7.4
2018-12-03,0.00,-9.4,-2.4,4.7
2018-12-04,0.00,-10.1,-2.1,5.8
2018-12-05,0.00,-9.1,-2.3,4.4
2018-12-06,0.00,-9.4,0.1,9.5
2018-12-07,4.14,-0.1,2.1,4.4
2018-12-08,0.62,0.7,3.1,5.5
2018-12-09,0.00,-5.4,2.0,9.4
2018-12-10,0.00,-6.2,1.4,9.1
2018-12-11,0.00,-5.8,1.9,9.6
2018-12-12,0.00,-3.5,4.6,12.7
2018-12-13,0.00,-4.5,4.2,12.8
2018-12-14,0.00,-9.2,-1.3,6.6
2018-12-15,0.00,-9.1,-0.2,8.7
2018-12-16,0.00,-5.8,2.8,11.4
2018-12-17,0.00,-7.4,2.1,11.6
2018-12-18,0.37,-3.3,3.6,10.5
2018-12-19,0.00,-3.9,3.6,11.2
2018-12-20,0.00,-6.1,4.1,14.3
2018-12-21,0.00,-5.2,5.2,15.6
2018-12-22,0.00,-1.4,7.2,15.8
2018-12-23,0.00,-6.4,3.5,13.5
2018-12-24,0.00,-6.4,3.1,12.6
2018-12-25,0.00,-3.0,5.3,13.7
2018-12-26,0.00,-3.1,3.3,9.8
2018-12-27,0.00,-6.0,0.3,6.7
2018-12-28,2.29,-8.4,-3.3,1.8
2018-12-29,0.00,-11.3,-6.4,-1.5
2018-12-30,0.00,-12.2,-7.0,-1.9
2018-12-31,0.00,-11.8,-3.3,5.2
2019-01-01,0.87,-7.2,-4.9,-2.6
2019-01-02,0.00,-15.4,-10.6,-5.7
2019-01-03,0.00,-19.1,-11.9,-4.7
2019-01-04,0.00,-18.6,-6.9,4.8
2019-01-05,0.00,-14.1,-1.8,10.6
2019-01-06,0.89,-6.5,1.8,10.2
2019-01-07,0.63,-2.1,1.0,4.1
2019-01-08,0.00,-6.0,0.7,7.4
2019-01-09,2.50,-6.3,0.7,7.7
2019-01-10,0.00,-4.4,2.1,8.6
2019-01-11,0.00,-2.3,2.6,7.5
2019-01-12,0.00,-5.4,1.6,8.5
2019-01-13,7.47,-7.9,-0.8,6.3
2019-01-14,0.23,-1.6,0.2,2.1
2019-01-15,4.54,-1.1,1.6,4.2
2019-01-16,1.89,0.1,3.9,7.6
2019-01-17,0.11,-3.4,2.9,9.1
2019-01-18,0.62,-4.3,3.2,10.7
2019-01-19,0.00,-2.7,2.9,8.5
2019-01-20,0.00,-6.3,1.8,10.0
2019-01-21,0.00,-5.2,4.1,13.3
2019-01-22,0.00,-1.8,2.6,7.0
2019-01-23,0.00,-8.7,-2.6,3.5
2019-01-24,0.00,-10.5,-0.2,10.1
2019-01-25,0.00,-8.5,-0.3,8.0
2019-01-26,0.00,-9.6,-0.2,9.2
2019-01-27,0.00,-8.4,0.2,8.8
2019-01-28,0.00,-6.0,3.3,12.7
2019-01-29,0.00,-5.2,3.6,12.4
2019-01-30,0.00,-2.5,4.0,10.6
2019-01-31,0.00,-3.7,4.3,12.3
2019-02-01,0.00,-4.5,4.3,13.1
2019-02-02,0.00,-2.0,5.9,13.8
2019-02-03,15.94,-0.6,5.1,10.7
2019-02-04,0.00,3.0,7.0,11.0
2019-02-05,2.69,1.7,5.7,9.7
2019-02-06,3.00,-2.3,2.4,7.0
2019-02-07,0.00,-10.3,-4.9,0.6
2019-02-08,0.00,-14.2,-5.7,2.9
2019-02-09,0.00,-14.4,-3.2,8.1
2019-02-10,0.00,-8.9,0.2,9.3
2019-02-11,2.04,-9.3,-0.3,8.8
2019-02-12,0.00,-12.5,-3.5,5.5
2019-02-13,0.00,-12.1,-0.4,11.3
2019-02-14,1.11,0.5,6.2,11.9
2019-02-15,18.41,3.5,6.7,9.8
2019-02-16,2.04,0.2,6.1,11.9
2019-02-17,0.65,-4.5,0.2,4.9
2019-02-18,9.28,-6.1,-1.9,2.2
2019-02-19,0.00,-8.1,-2.7,2.6
2019-02-20,0.00,-11.5,-4.7,2.0
2019-02-21,6.70,-9.6,-3.1,3.4
2019-02-22,8.08,-4.3,-2.4,-0.5
2019-02-23,1.20,-14.3,-7.3,-0.3
2019-02-24,0.00,-16.1,-6.7,2.7
2019-02-25,0.00,-14.6,-6.2,2.2
2019-02-26,0.00,-12.4,-3.9,4.5
2019-02-27,0.00,-6.5,2.3,11.0
2019-02-28,0.00,-1.6,6.5,14.6
2019-03-01,0.00,-1.6,6.9,15.4
2019-03-02,0.00,2.6,9.4,16.1
2019-03-03,1.00,2.1,7.5,12.8
2019-03-04,0.00,-0.5,6.7,13.8
2019-03-05,0.00,-1.6,6.4,14.5
2019-03-06,0.00,-1.7,8.6,19.0
2019-03-07,0.00,5.6,11.0,16.4
2019-03-08,0.45,5.8,10.7,15.6
2019-03-09,0.48,-3.5,3.0,9.6
2019-03-10,0.00,-5.0,2.5,10.0
2019-03-11,0.00,-4.1,4.2,12.5
2019-03-12,13.98,-0.3,6.9,14.0
2019-03-13,2.46,0.9,3.4,5.9
2019-03-14,1.50,-6.5,-0.9,4.7
2019-03-15,0.00,-7.3,-1.3,4.8
2019-03-16,0.00,-4.5,3.3,11.0
2019-03-17,0.00,-2.2,5.8,13.8
2019-03-18,0.00,-2.7,6.3,15.3
2019-03-19,0.00,-1.3,7.7,16.7
2019-03-20,0.00,0.5,8.8,17.0
2019-03-21,0.66,1.2,9.3,17.4
2019-03-22,0.29,-2.3,4.4,11.1
2019-03-23,0.00,-2.4,5.3,12.9
2019-03-24,0.00,-0.7,7.9,16.5
2019-03-25,0.00,-0.2,9.0,18.1
2019-03-26,0.00,-2.1,9.2,20.6
2019-03-27,0.00,1.4,11.5,21.5
2019-03-28,0.00,2.2,10.9,19.7
2019-03-29,0.00,1.8,11.5,21.1
2019-03-30,0.00,-2.1,7.4,17.0
2019-03-31,0.00,-3.4,5.8,15.0
2019-04-01,0.00,-3.0,5.5,13.9
2019-04-02,0.00,-3.3,6.9,17.1
2019-04-03,0.00,2.6,10.3,18.1
2019-04-04,0.00,2.9,9.7,16.6
2019-04-05,0.00,1.7,9.6,17.5
2019-04-06,0.00,3.8,10.4,17.0
2019-04-07,0.00,3.0,10.2,17.3
2019-04-08,0.00,0.1,10.9,21.8
2019-04-09,0.00,3.4,14.1,24.8
2019-04-10,0.00,7.0,15.4,23.7
2019-04-11,0.00,1.6,6.2,10.9
2019-04-12,0.00,-2.2,5.3,12.8
2019-04-13,0.00,0.8,6.1,11.3
2019-04-14,0.00,-2.2,7.0,16.2
2019-04-15,0.00,2.0,11.0,20.0
2019-04-16,0.00,5.5,12.7,19.9
2019-04-17,0.00,5.9,10.8,15.8
2019-04-18,0.00,3.6,10.4,17.2
2019-04-19,0.00,0.6,11.2,21.8
2019-04-20,0.00,2.6,14.1,25.6
2019-04-21,0.00,6.6,14.6,22.6
2019-04-22,0.00,1.0,10.6,20.3
2019-04-23,0.00,2.8,11.4,20.1
2019-04-24,0.00,5.8,11.9,18.0
2019-04-25,0.00,5.0,14.4,23.8
2019-04-26,0.00,6.4,15.9,25.5
2019-04-27,0.00,6.0,15.9,25.8
2019-04-28,0.00,6.8,16.3,25.7
2019-04-29,0.00,8.8,16.5,24.3
2019-04-30,1.39,3.2,11.4,19.5
2019-05-01,0.33,4.1,10.6,17.1
2019-05-02,0.00,3.3,11.1,18.9
2019-05-03,0.00,2.9,11.8,20.8
2019-05-04,0.00,4.2,13.4,22.7
2019-05-05,0.00,4.2,14.4,24.6
2019-05-06,0.00,5.9,15.0,24.1
2019-05-07,1.88,5.4,13.5,21.6
2019-05-08,5.13,3.7,9.4,15.2
2019-05-09,1.31,2.1,8.7,15.2
2019-05-10,3.82,3.0,9.4,15.9
2019-05-11,1.01,6.1,12.0,17.8
2019-05-12,0.38,6.5,12.6,18.8
2019-05-13,0.00,5.9,13.7,21.4
2019-05-14,0.00,6.5,14.7,22.9
2019-05-15,0.00,7.6,16.2,24.7
2019-05-16,0.00,7.3,15.9,24.4
2019-05-17,0.00,8.7,15.5,22.3
2019-05-18,0.00,0.6,9.0,17.3
2019-05-19,0.00,1.5,10.2,18.8
2019-05-20,1.18,3.2,9.6,16.0
2019-05-21,1.96,0.9,5.9,10.9
2019-05-22,0.18,-0.3,6.5,13.4
2019-05-23,0.98,1.4,7.0,12.6
2019-05-24,0.36,-1.9,4.6,11.1
2019-05-25,0.00,-2.5,8.6,19.7
2019-05-26,0.00,2.8,12.4,22.0
2019-05-27,0.56,5.5,13.0,20.4
2019-05-28,0.00,3.7,10.1,16.5
2019-05-29,0.00,1.6,10.4,19.2
2019-05-30,0.00,3.8,12.2,20.6
2019-05-31,0.00,6.7,15.5,24.3
2019-06-01,0.00,5.9,16.2,26.5
2019-06-02,0.00,7.4,16.9,26.3
2019-06-03,0.00,7.9,16.9,25.8
2019-06-04,0.00,7.7,17.4,27.1
2019-06-05,0.00,8.0,15.9,23.7
2019-06-06,0.00,9.3,18.8,28.2
2019-06-07,0.00,12.6,20.8,28.9
2019-06-08,0.00,12.2,19.5,26.8
2019-06-09,0.00,8.0,17.5,27.0
2019-06-10,0.00,7.7,18.2,28.7
2019-06-11,0.00,10.8,20.3,29.8
2019-06-12,0.00,11.1,21.0,31.0
2019-06-13,0.00,10.5,21.3,32.1
2019-06-14,0.00,13.0,22.3,31.5
2019-06-15,0.00,10.4,19.7,29.0
2019-06-16,0.00,13.2,21.3,29.4
2019-06-17,0.00,10.5,20.1,29.7
2019-06-18,0.00,9.3,19.1,29.0
2019-06-19,0.00,8.3,19.1,29.8
2019-06-20,0.00,9.7,20.1,30.4
2019-06-21,0.00,11.1,20.3,29.5
2019-06-22,0.00,10.2,19.2,28.2
2019-06-23,0.00,8.4,17.7,27.0
2019-06-24,0.00,5.3,15.6,25.9
2019-06-25,0.00,7.3,18.9,30.5
2019-06-26,0.00,10.1,19.9,29.8
2019-06-27,0.00,10.5,19.8,29.1
2019-06-28,0.00,12.6,22.8,33.0
2019-06-29,0.00,13.8,23.9,34.0
2019-06-30,0.00,17.7,25.9,34.1
2019-07-01,0.00,13.4,22.6,31.9
2019-07-02,0.00,12.9,22.9,33.0
2019-07-03,0.00,12.4,22.0,31.6
2019-07-04,0.00,12.1,21.6,31.0
2019-07-05,0.00,10.6,20.5,30.4
2019-07-06,0.00,12.0,21.3,30.7
2019-07-07,0.00,13.7,20.6,27.5
2019-07-08,0.00,12.4,20.5,28.5
2019-07-09,0.00,8.1,18.2,28.3
2019-07-10,0.00,9.5,20.5,31.5
2019-07-11,0.00,12.2,22.8,33.4
2019-07-12,0.00,15.8,25.1,34.3
2019-07-13,0.00,16.2,24.6,33.0
2019-07-14,0.00,17.2,25.1,33.0
2019-07-15,0.00,15.1,23.7,32.4
2019-07-16,0.00,16.2,25.3,34.5
2019-07-17,0.00,18.1,26.5,34.9
2019-07-18,0.00,15.8,23.9,32.0
2019-07-19,0.00,16.2,25.0,33.8
2019-07-20,0.00,16.4,24.9,33.3
2019-07-21,0.00,16.3,24.6,32.8
2019-07-22,0.00,14.4,23.9,33.5
2019-07-23,0.73,16.2,25.3,34.4
2019-07-24,0.22,17.7,23.4,29.1
2019-07-25,0.49,17.7,24.0,30.3
2019-07-26,0.00,16.5,24.0,31.6
2019-07-27,0.00,16.2,23.6,31.0
2019-07-28,0.00,16.1,24.9,33.6
2019-07-29,5.15,15.7,24.8,33.9
2019-07-30,0.00,16.5,25.5,34.6
2019-07-31,4.83,17.1,24.5,31.9
2019-08-01,0.93,15.3,21.1,26.9
2019-08-02,0.46,14.5,22.3,30.1
2019-08-03,0.00,15.3,23.3,31.3
2019-08-04,0.62,15.6,23.2,30.8
2019-08-05,13.99,15.6,23.2,30.7
2019-08-06,5.47,16.1,24.4,32.7
2019-08-07,0.00,17.4,23.4,29.4
2019-08-08,0.00,14.2,21.7,29.3
2019-08-09,0.00,13.1,21.8,30.4
2019-08-10,0.00,12.8,21.2,29.5
2019-08-11,0.00,16.3,23.1,29.9
2019-08-12,0.00,15.8,22.9,30.0
2019-08-13,0.00,12.6,21.7,30.8
2019-08-14,0.00,13.9,22.9,31.9
2019-08-15,0.00,14.2,23.6,33.0
2019-08-16,0.00,16.4,24.6,32.7
2019-08-17,0.00,16.3,24.4,32.4
2019-08-18,0.00,16.2,23.7,31.2
2019-08-19,0.00,14.1,23.1,32.1
2019-08-20,0.00,14.2,23.7,33.3
2019-08-21,0.00,16.0,25.1,34.3
2019-08-22,0.00,16.5,25.6,34.6
2019-08-23,0.00,16.7,24.4,32.1
2019-08-24,0.00,14.9,23.4,31.8
2019-08-25,0.00,15.2,23.7,32.2
2019-08-26,0.00,15.4,24.6,33.9
2019-08-27,0.00,14.3,24.3,34.2
2019-08-28,3.84,17.1,25.7,34.2
2019-08-29,0.00,17.8,25.4,33.1
2019-08-30,0.00,14.4,22.6,30.9
2019-08-31,0.00,15.8,24.5,33.3
2019-09-01,0.00,16.7,25.6,34.4
2019-09-02,0.00,16.9,25.3,33.6
2019-09-03,0.00,17.0,24.4,31.9
2019-09-04,0.87,16.5,24.0,31.5
2019-09-05,0.00,16.2,24.0,31.9
2019-09-06,0.00,14.5,22.8,31.2
2019-09-07,0.00,16.3,24.1,31.9
2019-09-08,0.00,18.1,23.9,29.8
2019-09-09,0.00,13.6,20.2,26.8
2019-09-10,0.00,13.5,20.2,26.9
2019-09-11,0.08,14.5,19.9,25.4
2019-09-12,0.00,7.7,16.5,25.2
2019-09-13,0.00,7.9,16.6,25.4
2019-09-14,0.00,9.0,19.2,29.4
2019-09-15,0.00,13.6,21.5,29.4
2019-09-16,0.00,11.4,17.7,23.9
2019-09-17,0.00,13.2,19.7,26.1
2019-09-18,0.00,12.8,19.4,26.1
2019-09-19,0.00,11.6,19.2,26.8
2019-09-20,0.00,12.1,19.3,26.6
2019-09-21,0.00,9.7,17.2,24.8
2019-09-22,0.00,6.1,15.4,24.6
2019-09-23,16.29,3.6,14.9,26.2
2019-09-24,7.21,9.8,13.5,17.1
2019-09-25,0.00,9.2,14.7,20.2
2019-09-26,0.24,9.1,16.1,23.2
2019-09-27,0.29,10.4,16.3,22.2
2019-09-28,0.00,9.8,16.8,23.8
2019-09-29,0.00,11.4,17.0,22.6
2019-09-30,0.00,12.9,17.2,21.6
2019-10-01,0.00,10.2,17.0,23.9
2019-10-02,0.00,8.8,15.4,22.0
2019-10-03,0.00,4.9,14.2,23.5
2019-10-04,0.00,4.2,14.6,24.9
2019-10-05,0.00,8.8,16.4,24.1
2019-10-06,0.00,5.9,14.9,23.9
2019-10-07,0.00,5.6,14.6,23.5
2019-10-08,0.00,5.8,14.9,24.0
2019-10-09,0.00,7.0,15.8,24.6
2019-10-10,0.00,6.1,15.1,24.1
2019-10-11,0.00,-1.1,6.4,13.8
2019-10-12,0.00,-4.6,5.8,16.2
2019-10-13,0.00,-0.2,10.6,21.3
2019-10-14,0.00,3.1,12.6,22.0
2019-10-15,0.00,3.9,12.7,21.4
2019-10-16,0.00,2.9,12.3,21.8
2019-10-17,0.00,3.0,13.1,23.1
2019-10-18,0.00,7.1,14.5,21.9
2019-10-19,0.00,1.9,11.3,20.6
2019-10-20,0.00,1.9,11.5,21.1
2019-10-21,0.00,-0.7,9.5,19.7
2019-10-22,0.00,-0.6,9.2,19.0
2019-10-23,0.00,0.9,10.2,19.5
2019-10-24,0.00,-0.1,10.1,20.2
2019-10-25,0.00,-0.9,5.5,11.8
2019-10-26,0.00,-2.4,7.6,17.7
2019-10-27,0.00,0.3,10.9,21.4
2019-10-28,0.00,-0.8,9.0,18.7
2019-10-29,0.00,-2.3,4.7,11.6
2019-10-30,0.00,-3.4,5.1,13.6
2019-10-31,0.00,-10.1,-2.7,4.6
2019-11-01,0.00,-8.8,1.4,11.5
2019-11-02,0.00,-5.7,4.9,15.6
2019-11-03,0.00,-4.2,6.8,17.8
2019-11-04,0.00,-1.2,9.0,19.3
2019-11-05,0.00,1.0,10.8,20.5
2019-11-06,6.41,-0.1,9.8,19.8
2019-11-07,0.40,2.2,8.7,15.2
2019-11-08,0.00,0.9,8.1,15.3
2019-11-09,0.00,-0.4,7.7,15.8
2019-11-10,0.00,-0.8,7.4,15.6
2019-11-11,0.00,0.8,9.7,18.6
2019-11-12,0.00,-0.0,8.6,17.3
2019-11-13,0.00,-1.9,6.4,14.7
2019-11-14,0.00,-1.0,8.5,17.9
2019-11-15,0.00,-0.6,9.1,18.8
2019-11-16,0.00,2.0,10.6,19.1
2019-11-17,0.00,0.4,9.0,17.5
2019-11-18,0.00,-0.6,8.4,17.4
2019-11-19,8.05,-0.3,9.7,19.7
2019-11-20,6.37,3.0,10.6,18.2
2019-11-21,13.87,3.0,6.2,9.4
2019-11-22,1.09,0.1,3.2,6.4
2019-11-23,0.28,-2.8,2.5,7.8
2019-11-24,0.00,-4.7,2.2,9.2
2019-11-25,0.01,-3.7,3.6,10.8
2019-11-26,0.00,-3.2,3.4,9.9
2019-11-27,0.00,-6.5,-1.2,4.2
2019-11-28,8.01,0.6,4.3,8.1
2019-11-29,6.23,1.2,4.9,8.7
2019-11-30,9.71,-2.5,0.1,2.7
2019-12-01,0.00,-7.3,-2.2,2.8
2019-12-02,0.00,-6.5,-1.6,3.4
2019-12-03,6.89,-5.2,1.0,7.3
2019-12-04,6.53,-3.7,3.7,11.1
2019-12-05,3.36,2.3,6.5,10.6
2019-12-06,0.00,-0.9,4.8,10.6
2019-12-07,0.00,-1.4,3.5,8.3
2019-12-08,0.80,-0.7,5.2,11.1
2019-12-09,0.84,4.6,6.8,9.0
2019-12-10,0.00,-1.8,3.5,8.8
2019-12-11,0.00,-4.2,2.7,9.6
2019-12-12,0.00,-3.8,2.3,8.3
2019-12-13,0.00,-2.3,5.3,12.9
2019-12-14,0.00,2.0,9.5,17.1
2019-12-15,0.00,2.5,7.7,12.9
2019-12-16,0.00,-7.5,-0.4,6.6
2019-12-17,0.00,-11.1,-5.4,0.3
2019-12-18,0.00,-11.1,-5.2,0.7
2019-12-19,0.00,-10.3,-2.8,4.7
2019-12-20,0.00,-7.8,-0.5,6.8
2019-12-21,0.00,-7.6,-0.4,6.9
2019-12-22,0.00,-6.8,2.3,11.4
2019-12-23,0.00,-4.3,3.1,10.5
2019-12-24,0.90,-1.9,3.4,8.7
2019-12-25,2.24,-1.4,1.9,5.2
2019-12-26,1.17,-6.2,-2.1,2.0
2019-12-27,1.80,-6.7,-2.2,2.3
2019-12-28,0.71,-2.7,-0.4,1.8
2019-12-29,0.00,-12.5,-6.9,-1.3
2019-12-30,0.00,-13.8,-7.3,-0.8
2019-12-31,0.00,-10.4,-4.5,1.4
2020-01-01,0.00,-9.5,-3.5,2.4
2020-01-02,0.00,-9.2,-2.3,4.7
2020-01-03,0.00,-8.2,-2.5,3.2
2020-01-04,0.00,-7.4,-0.8,5.7
2020-01-05,0.00,-5.5,2.0,9.5
2020-01-06,0.00,-5.7,2.4,10.6
2020-01-07,0.00,-7.7,-0.6,6.5
2020-01-08,0.00,-8.1,-0.6,7.0
2020-01-09,0.00,-6.2,1.1,8.5
2020-01-10,0.70,-7.3,-0.4,6.4
2020-01-11,0.00,-9.7,-3.4,3.0
2020-01-12,0.00,-8.9,-0.8,7.4
2020-01-13,0.00,-8.5,-0.2,8.2
2020-01-14,0.00,-1.4,4.4,10.2
2020-01-15,0.00,-2.7,4.9,12.6
2020-01-16,0.00,-3.8,4.1,12.1
2020-01-17,0.00,-0.2,4.8,9.7
2020-01-18,0.00,-7.2,0.2,7.7
2020-01-19,0.00,-7.1,0.7,8.6
2020-01-20,0.00,-5.8,1.0,7.7
2020-01-21,0.00,-1.6,3.8,9.2
2020-01-22,0.41,-0.2,4.1,8.4
2020-01-23,0.00,-2.5,3.6,9.7
2020-01-24,0.00,-3.2,3.1,9.4
2020-01-25,0.00,-3.8,4.0,11.7
2020-01-26,8.39,-3.7,5.2,14.2
2020-01-27,0.01,-1.7,6.4,14.6
2020-01-28,0.00,-3.9,2.8,9.4
2020-01-29,0.00,-5.1,1.8,8.8
2020-01-30,0.00,-4.7,2.3,9.2
2020-01-31,0.00,-5.6,2.0,9.6
2020-02-01,0.00,-5.5,2.6,10.6
2020-02-02,0.00,-3.7,4.3,12.4
2020-02-03,0.00,-3.0,6.7,16.4
2020-02-04,0.00,-11.4,-1.9,7.5
2020-02-05,0.00,-13.4,-6.9,-0.4
2020-02-06,0.00,-12.7,-5.6,1.6
2020-02-07,0.00,-4.5,3.9,12.2
2020-02-08,0.00,-3.9,6.2,16.2
2020-02-09,0.00,-2.1,7.4,16.9
2020-02-10,0.32,-0.3,5.6,11.4
2020-02-11,1.01,-0.6,3.5,7.6
2020-02-12,0.00,-6.7,-3.1,0.4
2020-02-13,0.00,-8.9,-0.6,7.8
2020-02-14,0.00,-8.0,0.9,9.8
2020-02-15,0.00,-4.6,3.6,11.9
2020-02-16,0.00,-2.3,5.5,13.2
2020-02-17,0.00,-1.0,8.8,18.6
