PRISM Time Series Data
Location:  Lat: 34.2247   Lon: -116.1072   Elev: 606m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2021-03-30 - 2022-04-15
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Sep-27
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2021-05-11,0.00,18.1,24.8,31.3
2021-05-12,0.00,19.0,26.1,33.1
2021-05-13,0.00,18.6,26.9,35.1
2021-05-14,0.00,19.3,27.3,35.2
2021-05-15,0.00,17.9,26.9,35.6
2021-05-16,0.00,16.8,25.2,33.2
2021-05-17,0.00,15.3,22.3,28.2
2021-05-18,0.00,17.5,24.3,31.1
2021-05-19,0.00,20.2,28.3,35.6
2021-05-20,0.00,18.1,27.2,35.5
2021-05-21,0.00,13.2,21.4,29.4
2021-05-22,0.00,11.1,16.5,21.5
2021-05-23,0.00,10.8,17.3,23.5
2021-05-24,0.00,12.1,20.0,27.4
2021-05-25,0.00,16.4,23.9,31.3
2021-05-26,0.00,19.3,27.3,34.7
2021-05-27,0.00,21.0,27.8,34.0
2021-05-28,0.00,19.9,27.6,34.7
2021-05-29,0.00,21.1,28.6,35.7
2021-05-30,0.00,21.3,28.0,34.5
2021-05-31,0.00,20.5,28.5,36.1
2021-06-01,0.00,21.2,29.4,37.4
2021-06-02,0.00,21.9,30.3,38.6
2021-06-03,0.00,22.9,31.8,40.6
2021-06-04,0.00,23.4,32.4,41.2
2021-06-05,0.00,23.5,32.5,41.2
2021-06-06,0.00,25.5,33.2,40.8
2021-06-07,0.00,20.7,29.4,37.9
2021-06-08,0.00,17.5,26.0,34.4
2021-06-09,0.00,17.6,25.4,33.3
2021-06-10,0.00,14.6,24.0,33.4
2021-06-11,0.00,14.6,22.4,30.0
2021-06-12,0.00,17.4,26.4,35.3
2021-06-13,0.00,21.4,30.3,39.1
2021-06-14,0.00,17.3,29.6,41.8
2021-06-15,0.00,23.7,33.5,43.4
2021-06-16,0.00,25.9,35.0,44.5
2021-06-17,0.00,22.3,33.8,43.7
2021-06-18,0.00,28.1,36.9,45.7
2021-06-19,0.00,22.6,34.6,45.3
2021-06-20,0.00,29.7,37.9,46.1
2021-06-21,0.00,25.9,34.4,42.8
2021-06-22,0.00,24.5,33.0,41.3
2021-06-23,0.00,27.0,32.8,38.5
2021-06-24,0.07,21.3,28.1,34.7
2021-06-25,0.00,22.0,29.7,37.4
2021-06-26,0.00,24.4,31.0,37.8
2021-06-27,0.00,25.3,33.5,41.7
2021-06-28,0.00,19.0,36.5,43.3
2021-06-29,0.00,29.8,36.3,42.8
2021-06-30,0.00,30.1,32.7,37.3
2021-07-01,0.00,28.2,34.0,39.8
2021-07-02,0.00,24.6,32.9,41.3
2021-07-03,0.00,25.8,33.5,41.2
2021-07-04,0.00,28.0,33.7,39.4
2021-07-05,0.00,26.3,33.3,40.4
2021-07-06,0.00,28.7,35.5,42.3
2021-07-07,0.00,28.2,35.6,43.0
2021-07-08,0.00,28.6,36.5,44.5
2021-07-09,0.00,31.4,37.7,44.0
2021-07-10,0.00,30.8,37.8,44.8
2021-07-11,0.00,31.3,39.0,46.7
2021-07-12,0.00,32.0,38.3,44.6
2021-07-13,0.00,30.8,36.8,42.7
2021-07-14,0.00,30.3,35.5,40.8
2021-07-15,0.00,29.1,35.4,41.7
2021-07-16,0.00,28.1,34.5,40.9
2021-07-17,0.00,27.0,33.8,40.6
2021-07-18,0.00,27.5,33.6,39.7
2021-07-19,0.00,29.7,34.2,38.7
2021-07-20,0.00,29.2,34.7,40.2
2021-07-21,0.00,29.2,35.2,41.2
2021-07-22,0.00,31.4,36.6,41.7
2021-07-23,0.00,29.1,34.8,40.4
2021-07-24,0.00,28.6,34.1,39.5
2021-07-25,0.00,24.3,30.0,35.6
2021-07-26,7.98,20.8,29.3,37.7
2021-07-27,4.95,22.3,28.3,34.2
2021-07-28,0.00,23.0,30.7,38.4
2021-07-29,0.17,27.5,32.9,38.2
2021-07-30,0.00,27.0,34.1,41.1
2021-07-31,6.83,25.8,31.4,36.9
2021-08-01,0.00,26.5,31.6,36.6
2021-08-02,0.00,25.9,32.7,39.5
2021-08-03,0.00,27.6,34.6,41.7
2021-08-04,0.00,29.4,36.4,43.3
2021-08-05,0.00,21.9,33.1,44.3
2021-08-06,0.00,25.2,34.5,43.8
2021-08-07,0.00,23.7,32.8,41.9
2021-08-08,0.00,23.6,32.3,40.9
2021-08-09,0.00,24.1,32.9,41.6
2021-08-10,0.90,25.9,32.1,38.3
2021-08-11,0.00,26.5,32.7,38.9
2021-08-12,0.00,26.5,31.8,37.2
2021-08-13,0.00,23.0,31.0,39.1
2021-08-14,0.00,28.3,34.1,40.0
2021-08-15,0.00,27.5,33.2,38.9
2021-08-16,0.00,26.9,33.2,39.5
2021-08-17,0.00,28.1,34.5,40.9
2021-08-18,0.00,25.3,31.9,38.6
2021-08-19,0.00,20.5,27.8,35.1
2021-08-20,0.00,20.4,27.1,33.7
2021-08-21,0.00,21.5,28.4,35.3
2021-08-22,0.00,22.0,28.6,35.2
2021-08-23,0.00,21.5,28.8,36.1
2021-08-24,0.00,21.4,29.2,37.1
2021-08-25,0.00,20.9,30.1,39.3
2021-08-26,0.00,26.0,33.1,40.2
2021-08-27,0.00,26.6,34.1,41.6
2021-08-28,0.00,24.8,33.8,42.8
2021-08-29,0.00,26.5,33.8,41.1
2021-08-30,2.05,27.1,34.4,41.7
2021-08-31,1.79,19.7,29.6,39.6
2021-09-01,0.00,25.2,31.8,38.3
2021-09-02,0.00,22.5,28.6,34.7
2021-09-03,0.00,20.3,28.5,36.8
2021-09-04,0.00,22.1,29.7,37.3
2021-09-05,0.00,20.9,29.3,37.8
2021-09-06,0.00,23.6,32.0,40.5
2021-09-07,0.00,25.8,33.2,40.6
2021-09-08,0.00,25.0,33.2,41.5
2021-09-09,0.00,26.3,33.5,40.7
2021-09-10,3.19,25.9,32.7,39.4
2021-09-11,0.00,26.0,33.0,40.1
2021-09-12,0.00,24.7,31.8,39.0
2021-09-13,0.00,24.9,32.7,40.6
2021-09-14,0.00,23.0,31.5,39.9
2021-09-15,0.00,22.1,30.2,38.4
2021-09-16,0.00,21.0,29.4,37.9
2021-09-17,0.00,20.4,28.9,37.3
2021-09-18,0.00,22.5,29.4,36.4
2021-09-19,0.00,21.7,28.4,35.0
2021-09-20,0.00,20.6,27.9,35.2
2021-09-21,0.00,18.7,26.5,34.2
2021-09-22,0.00,18.1,26.9,35.6
2021-09-23,0.00,19.1,28.2,37.3
2021-09-24,0.00,22.0,28.0,34.0
2021-09-25,0.89,21.4,27.4,33.3
2021-09-26,0.00,21.3,26.6,31.8
2021-09-27,0.00,19.1,26.2,33.4
2021-09-28,0.00,18.5,26.0,33.5
2021-09-29,0.00,18.2,25.2,32.2
2021-09-30,0.00,18.3,23.3,28.4
2021-10-01,0.00,14.9,22.0,29.2
2021-10-02,0.00,13.0,21.7,30.4
2021-10-03,0.00,13.4,22.4,31.4
2021-10-04,0.00,15.8,24.5,33.1
2021-10-05,1.09,17.0,25.1,33.1
2021-10-06,0.00,16.7,22.6,28.6
2021-10-07,0.00,15.9,22.7,29.5
2021-10-08,0.00,18.8,23.7,28.7
2021-10-09,0.00,13.8,19.6,25.5
2021-10-10,0.00,12.3,18.5,24.7
2021-10-11,0.00,11.7,19.5,27.4
2021-10-12,1.77,10.0,18.0,26.0
2021-10-13,0.00,8.6,13.7,18.9
2021-10-14,0.00,7.8,14.9,21.9
2021-10-15,0.00,8.8,16.6,24.5
2021-10-16,0.00,9.4,17.3,25.1
2021-10-17,0.00,9.0,18.0,27.0
2021-10-18,0.00,9.9,19.1,28.3
2021-10-19,0.00,8.9,14.8,20.6
2021-10-20,0.00,8.0,15.3,22.7
2021-10-21,0.00,8.6,16.6,24.7
2021-10-22,0.00,9.8,18.5,27.3
2021-10-23,0.00,10.3,19.3,28.4
2021-10-24,0.00,13.5,19.8,26.2
2021-10-25,0.00,13.5,20.4,27.3
2021-10-26,0.14,11.1,17.3,23.4
2021-10-27,0.00,9.7,15.4,21.0
2021-10-28,0.00,10.3,18.0,25.7
2021-10-29,0.00,13.8,21.0,28.1
2021-10-30,0.00,13.3,21.3,29.3
2021-10-31,0.00,13.0,21.2,29.4
2021-11-01,0.00,12.5,20.2,28.0
2021-11-02,0.00,13.4,19.6,25.8
2021-11-03,0.00,12.4,19.9,27.3
2021-11-04,0.00,14.1,21.6,29.1
2021-11-05,0.00,13.3,20.8,28.3
2021-11-06,0.00,12.1,20.5,28.9
2021-11-07,0.00,10.9,19.6,28.3
2021-11-08,0.00,11.0,18.9,26.8
2021-11-09,0.00,11.9,18.8,25.7
2021-11-10,0.00,13.2,20.0,26.9
2021-11-11,0.00,14.1,20.2,26.2
2021-11-12,0.00,13.7,20.0,26.2
2021-11-13,0.00,13.8,21.1,28.4
2021-11-14,0.00,12.9,20.9,29.0
2021-11-15,0.00,11.7,20.9,30.1
2021-11-16,0.00,10.5,19.1,27.8
2021-11-17,0.00,10.1,18.7,27.3
2021-11-18,0.00,8.5,16.5,24.5
2021-11-19,0.00,8.2,16.0,23.8
2021-11-20,0.00,8.1,15.7,23.3
2021-11-21,0.00,10.6,17.0,23.4
2021-11-22,0.00,7.3,14.3,21.3
2021-11-23,0.00,7.2,14.5,21.8
2021-11-24,0.00,11.4,17.7,24.0
2021-11-25,0.00,8.2,13.3,18.5
2021-11-26,0.00,5.7,11.7,17.8
2021-11-27,0.00,3.9,12.3,20.7
2021-11-28,0.00,5.5,14.7,23.9
2021-11-29,0.00,7.6,16.3,25.1
2021-11-30,0.00,9.3,17.5,25.6
2021-12-01,0.00,9.5,17.9,26.3
2021-12-02,0.00,9.3,17.6,25.8
2021-12-03,0.00,8.7,16.9,25.1
2021-12-04,0.00,7.4,16.6,25.8
2021-12-05,0.00,7.1,15.6,24.0
2021-12-06,0.00,10.3,17.2,24.0
2021-12-07,0.00,8.7,16.3,23.9
2021-12-08,0.00,7.5,12.1,16.8
2021-12-09,0.00,6.1,12.8,19.5
2021-12-10,0.00,6.1,10.3,14.5
2021-12-11,0.00,-1.2,5.6,12.4
2021-12-12,0.00,-2.4,5.3,12.9
2021-12-13,0.00,-0.7,6.6,13.9
2021-12-14,0.00,0.8,9.0,17.1
2021-12-15,4.93,4.2,10.6,17.1
2021-12-16,0.00,-0.5,4.8,10.1
2021-12-17,0.00,-1.4,5.7,12.8
2021-12-18,0.00,3.4,8.4,13.5
2021-12-19,0.00,0.4,7.8,15.1
2021-12-20,0.00,-1.4,6.6,14.5
2021-12-21,0.00,-1.4,6.3,14.0
2021-12-22,0.00,4.2,9.1,14.0
2021-12-23,0.00,3.2,10.2,17.2
2021-12-24,6.49,7.7,13.7,19.7
2021-12-25,1.69,4.4,10.1,15.7
2021-12-26,0.00,3.9,9.2,14.5
2021-12-27,0.00,2.1,8.3,14.6
2021-12-28,0.00,0.4,6.1,11.8
2021-12-29,0.00,1.0,6.1,11.2
2021-12-30,0.00,-1.7,5.7,13.0
2021-12-31,0.00,4.4,9.6,14.7
2022-01-01,0.00,4.7,10.2,15.7
2022-01-02,0.00,-3.3,3.4,10.1
2022-01-03,0.00,-3.7,3.2,10.1
2022-01-04,0.00,-2.5,5.1,12.7
2022-01-05,0.00,-1.7,7.0,15.6
2022-01-06,0.00,0.3,10.2,20.1
2022-01-07,0.00,4.8,12.9,21.1
2022-01-08,0.00,2.9,11.2,19.5
2022-01-09,0.00,3.3,10.9,18.4
2022-01-10,0.00,3.2,10.8,18.4
2022-01-11,0.00,1.9,9.3,16.7
2022-01-12,0.00,3.7,11.3,19.0
2022-01-13,0.00,3.0,11.2,19.5
2022-01-14,0.00,7.2,13.9,20.7
2022-01-15,0.00,8.1,14.1,20.1
2022-01-16,0.00,3.4,10.1,16.8
2022-01-17,0.00,2.9,10.9,19.0
2022-01-18,0.00,4.9,12.2,19.5
2022-01-19,0.00,9.3,14.7,20.1
2022-01-20,0.00,7.8,13.4,19.0
2022-01-21,0.00,3.1,11.0,19.0
2022-01-22,0.00,3.3,10.6,17.9
2022-01-23,0.00,9.7,12.7,15.7
2022-01-24,0.00,7.8,13.4,18.9
2022-01-25,0.00,7.0,14.6,22.3
2022-01-26,0.00,5.0,11.7,18.4
2022-01-27,0.00,1.1,8.1,15.1
2022-01-28,0.00,2.2,10.1,18.0
2022-01-29,0.00,-0.3,7.7,15.7
2022-01-30,0.00,0.5,7.8,15.2
2022-01-31,0.00,3.3,12.0,20.7
2022-02-01,0.00,4.1,10.8,17.4
2022-02-02,0.00,5.7,11.1,16.4
2022-02-03,0.00,1.3,5.2,9.1
2022-02-04,0.00,-0.8,5.6,12.0
2022-02-05,0.00,-0.4,6.3,13.0
2022-02-06,0.00,3.2,9.8,16.4
2022-02-07,0.00,4.8,12.1,19.4
2022-02-08,0.00,5.1,12.2,19.3
2022-02-09,0.00,8.5,15.3,22.0
2022-02-10,0.00,14.3,18.8,23.3
2022-02-11,0.00,10.7,16.9,23.1
2022-02-12,0.00,11.2,18.3,25.3
2022-02-13,0.00,11.9,17.9,24.0
2022-02-14,0.00,7.2,15.6,24.1
2022-02-15,0.00,9.7,18.4,27.2
2022-02-16,0.34,8.1,12.9,17.7
2022-02-17,0.00,10.2,14.1,17.9
2022-02-18,0.00,5.0,10.2,15.3
2022-02-19,0.00,1.0,10.2,19.4
2022-02-20,0.00,7.1,14.6,22.1
2022-02-21,0.00,7.1,15.7,24.3
2022-02-22,0.00,8.9,14.3,19.8
2022-02-23,0.02,5.0,9.7,14.3
2022-02-24,0.00,0.4,4.3,8.1
2022-02-25,0.00,-1.3,4.9,11.1
2022-02-26,0.00,2.8,8.6,14.4
2022-02-27,0.00,3.5,9.6,15.7
2022-02-28,0.00,4.8,11.4,18.1
2022-03-01,0.00,6.7,15.4,24.1
2022-03-02,0.00,10.2,19.1,27.9
2022-03-03,0.00,7.3,17.6,27.9
2022-03-04,0.00,7.9,16.5,25.2
2022-03-05,0.00,9.6,13.6,17.5
2022-03-06,0.00,-4.0,4.9,13.7
2022-03-07,0.00,3.6,10.3,16.9
2022-03-08,0.00,4.6,9.9,15.2
2022-03-09,0.00,2.7,10.0,17.4
2022-03-10,0.00,3.8,13.7,23.6
2022-03-11,0.00,6.3,11.7,17.1
2022-03-12,0.00,5.2,11.5,17.8
2022-03-13,0.00,2.3,12.2,22.0
2022-03-14,0.00,6.8,16.0,25.3
2022-03-15,0.00,10.9,17.7,24.6
2022-03-16,0.00,8.4,18.2,28.0
2022-03-17,0.00,4.7,15.0,25.3
2022-03-18,0.00,11.4,18.3,25.2
2022-03-19,0.00,11.4,18.6,25.7
2022-03-20,0.00,9.0,17.7,26.4
2022-03-21,0.00,3.3,12.9,22.5
2022-03-22,0.00,10.8,17.4,24.1
2022-03-23,0.00,11.8,19.1,26.3
2022-03-24,0.00,10.1,18.2,26.3
2022-03-25,0.00,11.2,20.7,30.1
2022-03-26,0.00,12.9,23.0,33.1
2022-03-27,0.00,14.5,23.5,32.4
2022-03-28,0.00,13.9,21.8,29.7
2022-03-29,0.35,10.8,17.2,23.6
2022-03-30,0.00,10.3,16.7,23.1
2022-03-31,0.00,12.5,19.6,26.7
2022-04-01,0.00,13.0,19.2,25.3
2022-04-02,0.00,12.4,19.9,27.5
2022-04-03,0.00,12.9,20.5,28.2
2022-04-04,0.00,16.3,21.9,27.5
2022-04-05,0.00,18.5,24.7,30.8
2022-04-06,0.00,18.0,25.5,33.1
2022-04-07,0.00,15.1,22.7,30.3
2022-04-08,0.00,8.1,19.8,31.4
2022-04-09,0.00,14.5,23.6,32.6
2022-04-10,0.00,16.9,25.5,34.2
2022-04-11,0.00,15.8,22.0,28.1
2022-04-12,0.00,8.5,18.3,28.2
2022-04-13,0.00,8.1,13.1,18.2
2022-04-14,0.00,8.6,15.3,22.1
2022-04-15,0.00,10.8,18.6,26.5
